name,zone,difficulty,active_time,weight,meat_stars,drops,recipes,image_url,image_filename,wiki_url,caught,breeding_pair,is_dlc,is_event_locked,best_capture_method
Black Tiger Shrimp,Blue Hole Medium Depth (50-130m)[],5,Day,0.1kg,5,,Deep-Fried Eggplant Shrimp Meatballs; Mianbao Xia; Raw Black Tiger Shrimp Sushi; Special Fried Shrimp Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/e/e7/BlackTiger_Shrimp_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040606,Black_Tiger_Shrimp.png,https://dave-the-diver.fandom.com/wiki/Black_Tiger_Shrimp,False,False,False,False,Harpoon (2-star)
Blackfin Barracuda,Blue Hole Medium Depth (50-130m)[],5,Night,5.5kg,5,,Moonlight Bladderwrack Roll; Blackfin Barracuda Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/1/1a/Blackfin_Barracuda_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040600,Blackfin_Barracuda.png,https://dave-the-diver.fandom.com/wiki/Blackfin_Barracuda,False,False,False,False,Harpoon (2-star)
Bluefin Tuna,Blue Hole Medium Depth (50-130m)[],7,Day,8kg,9,Bluefin Tuna Akami; Bluefin Tuna Chutoro; Bluefin Tuna Ootoro,Bluefin Tuna Akami Sushi; Bluefin Tuna Rice Bowl; Bluefin Tuna Chutoro Sushi; Chirashi Sushi; Hot Pepper Tuna; Bluefin Tuna Ootoro Sushi; Hyalonema Tuna Sashimi,https://static.wikia.nocookie.net/dave-the-diver/images/e/e5/BlueFin_Tuna_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230727175812,Bluefin_Tuna.png,https://dave-the-diver.fandom.com/wiki/Bluefin_Tuna,False,False,False,False,Harpoon (2-star)
Bluehead Tilefish,Blue Hole Medium Depth (50-130m)[],1,Day,0.2kg,3,,Bluehead Tilefish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/8/81/Bluehead_Tilefish_Thumbnail.png/revision/latest?cb=20230728040613,Bluehead_Tilefish.png,https://dave-the-diver.fandom.com/wiki/Bluehead_Tilefish,False,False,False,False,Harpoon (2-star)
California Spiny Lobster,Blue Hole Medium Depth (50-130m)[],5,Day,,3,,California Spiny Lobster Sushi; Ebirah Chasing Sashimi,https://static.wikia.nocookie.net/dave-the-diver/images/2/23/California_Spiny_Lobster_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612162206,California_Spiny_Lobster.png,https://dave-the-diver.fandom.com/wiki/California_Spiny_Lobster,False,False,False,False,Harpoon (2-star)
Clown Frogfish,Blue Hole Medium Depth (50-130m)[],1,Day,0.3kg,3,,Clown Frogfish Sushi; Crimson Fish Roll,https://static.wikia.nocookie.net/dave-the-diver/images/0/0d/Warty_Frogfish_Thumbnail.png/revision/latest?cb=20230728045547,Clown_Frogfish.png,https://dave-the-diver.fandom.com/wiki/Clown_Frogfish,False,False,False,False,Harpoon (2-star)
Coral Trout,Blue Hole Medium Depth (50-130m)[],2,Day,3kg,5,,Coral Trout Sushi; Tropical Fish Sushi Set; Trout Sea Grapes Ricebowl,https://static.wikia.nocookie.net/dave-the-diver/images/6/6f/Coral_Trout_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040631,Coral_Trout.png,https://dave-the-diver.fandom.com/wiki/Coral_Trout,False,False,False,False,Harpoon (2-star)
Crystal Lobster,Blue Hole Medium Depth (50-130m)[],8,Night,1.5kg,3,,Crystal Lobster Roll; Crystal Lobster Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/8/84/Crystal_Lobster_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612163858,Crystal_Lobster.png,https://dave-the-diver.fandom.com/wiki/Crystal_Lobster,False,False,False,False,Tranquilizer/Net (3-star)
Cuttlefish,Blue Hole Medium Depth (50-130m)[],2,Day,4kg,3,Cuttlefish Skin Fragment,Chirashi Sushi; Cuttlefish Sushi; Fried Onion Cuttlefish; Three-Colored Squid Roast,https://static.wikia.nocookie.net/dave-the-diver/images/c/c4/CuttleFish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040634,Cuttlefish.png,https://dave-the-diver.fandom.com/wiki/Cuttlefish,False,False,False,False,Harpoon (2-star)
Devil Scorpionfish,Blue Hole Medium Depth (50-130m)[],8,Night,3kg,3,Devil Scorpion Fish Thorn,Devil Scorpionfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/9/9c/Devil_ScorpionFish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040637,Devil_Scorpionfish.png,https://dave-the-diver.fandom.com/wiki/Devil_Scorpionfish,False,False,False,False,Tranquilizer/Net (3-star)
Dusky Grouper,Blue Hole Medium Depth (50-130m)[],3,Day,9kg,5,,Dusky Grouper Steak; Dusky Grouper Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/6/6a/Dusky_Grouper_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050110,Dusky_Grouper.png,https://dave-the-diver.fandom.com/wiki/Dusky_Grouper,False,False,False,False,Harpoon (2-star)
Dwarf Seahorse,Blue Hole Medium Depth (50-130m)[],1,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/a/af/Seahorse_09_Thumbnail.png/revision/latest/scale-to-width-down/23?cb=20230728052731,Dwarf_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Dwarf_Seahorse,False,False,False,False,Bug Net (3-star)
Fan Lobster,Blue Hole Medium Depth (50-130m)[],5,Night,0.2kg,3,,Fan Lobster Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/3/3b/Fan_Lobster_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612161527,Fan_Lobster.png,https://dave-the-diver.fandom.com/wiki/Fan_Lobster,False,False,False,False,Harpoon (2-star)
Giant Squid,Blue Hole Medium Depth (50-130m)[],99,Day,1kg,1,Giant Squid Tooth,,https://static.wikia.nocookie.net/dave-the-diver/images/4/41/Boss_Giant_Squid_Thumbnail.png/revision/latest/scale-to-width-down/37?cb=20230728052528,Giant_Squid.png,https://dave-the-diver.fandom.com/wiki/Giant_Squid,False,False,False,False,Tranquilizer/Net (3-star)
Giant Trevally,Blue Hole Medium Depth (50-130m)[],4,Day,5kg,9,Giant Trevally Meat; Giant Trevally Fin,Giant Trevally Sushi; Trevally Sandwich,https://static.wikia.nocookie.net/dave-the-diver/images/a/ad/Giant_Trevally_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050237,Giant_Trevally.png,https://dave-the-diver.fandom.com/wiki/Giant_Trevally,False,False,False,False,Harpoon (2-star)
Giraffe Seahorse,Blue Hole Medium Depth (50-130m)[],1,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/b/b2/Seahorse_10_Thumbnail.png/revision/latest/scale-to-width-down/24?cb=20230728052732,Giraffe_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Giraffe_Seahorse,False,False,False,False,Bug Net (3-star)
Great Barracuda,Blue Hole Medium Depth (50-130m)[],3,Both,7kg,5,,Great Barracuda Canape; Great Barracuda Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/3/34/Great_Barracuda_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050503,Great_Barracuda.png,https://dave-the-diver.fandom.com/wiki/Great_Barracuda,False,False,False,False,Harpoon (2-star)
Grey Triggerfish,Blue Hole Medium Depth (50-130m)[],2,Day,3.5kg,5,,Grey Triggerfish Sushi; Rainbow Cap Triggerfish Fishcake,https://static.wikia.nocookie.net/dave-the-diver/images/7/73/Grey_Triggerfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050512,Grey_Triggerfish.png,https://dave-the-diver.fandom.com/wiki/Grey_Triggerfish,False,False,False,False,Harpoon (2-star)
Harlequin Hind,Blue Hole Medium Depth (50-130m)[],2,Day,1.1kg,5,,Harlequin Hind Sushi; Tropical Fish Sushi Set,https://static.wikia.nocookie.net/dave-the-diver/images/4/4d/Harlequin_Hind_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050514,Harlequin_Hind.png,https://dave-the-diver.fandom.com/wiki/Harlequin_Hind,False,False,False,False,Harpoon (2-star)
Hedgehog Seahorse,Blue Hole Medium Depth (50-130m)[],3,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/0/0a/Seahorse_11_Thumbnail.png/revision/latest/scale-to-width-down/25?cb=20230728052735,Hedgehog_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Hedgehog_Seahorse,False,False,False,False,Bug Net (3-star)
Humboldt Squid,Blue Hole Medium Depth (50-130m)[],8,Night,7.5kg,9,Humboldt Squid Meat,Humboldt Squid Sushi; Humboldt Ink Pasta,https://static.wikia.nocookie.net/dave-the-diver/images/4/42/Humboldt_Squid_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050517,Humboldt_Squid.png,https://dave-the-diver.fandom.com/wiki/Humboldt_Squid,False,False,False,False,Tranquilizer/Net (3-star)
Longnose Sawshark,Blue Hole Medium Depth (50-130m)[],6,Both,6.5kg,9,Longnose Sawshark Meat,Longnose Sawshark Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/8/83/LongNoseSaw_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050759,Longnose_Sawshark.png,https://dave-the-diver.fandom.com/wiki/Longnose_Sawshark,False,False,False,False,Harpoon (2-star)
Lusca,Blue Hole Medium Depth (50-130m)[],99,Night,1kg,1,Lusca Tentacle; Lusca Neck Meat,Blanched Lusca Tentacle; Lusca Neck Tadaki,https://static.wikia.nocookie.net/dave-the-diver/images/e/ec/Lusca_Thumbnail.png/revision/latest/scale-to-width-down/40?cb=20240612161509,Lusca.png,https://dave-the-diver.fandom.com/wiki/Lusca,False,False,False,False,Tranquilizer/Net (3-star)
Mackerel Scad,Blue Hole Medium Depth (50-130m)[],1,Day,0.8,3,,Mackerel Scad Sushi; Mackerel Scad Hotdog,https://static.wikia.nocookie.net/dave-the-diver/images/0/0e/Mackerel_Scad_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050801,Mackerel_Scad.png,https://dave-the-diver.fandom.com/wiki/Mackerel_Scad,False,False,False,False,Harpoon (2-star)
Narrow-Barred Spanish Mackerel,Blue Hole Medium Depth (50-130m)[],3,Day,9kg,5,,Narrow-barred Spanish Mackerel Arancini; Narrow-barred Spanish mackerel Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/7/7b/Narrow-barred_Spanish_mackerel_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050825,Narrow_Barred_Spanish_Mackerel.png,https://dave-the-diver.fandom.com/wiki/Narrow-Barred_Spanish_Mackerel,False,False,False,False,Harpoon (2-star)
Painted Comber,Blue Hole Medium Depth (50-130m)[],1,Day,0.4kg,3,,Comber Sandwich; Painted Comber Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/0/01/Painted_Comber_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050831,Painted_Comber.png,https://dave-the-diver.fandom.com/wiki/Painted_Comber,False,False,False,False,Harpoon (2-star)
Sailfish,Blue Hole Medium Depth (50-130m)[],9,Day,9kg,9,Sailfish Meat; Sailfish Bill,Sailfish Sushi; Boiled Sailfish and Seaweed; Truffle Sailfish Tartare,https://static.wikia.nocookie.net/dave-the-diver/images/c/cd/Sail_Fish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051216,Sailfish.png,https://dave-the-diver.fandom.com/wiki/Sailfish,False,False,False,False,Tranquilizer/Net (3-star)
Sally Lightfoot Crab,Blue Hole Medium Depth (50-130m)[],7,Day,4kg,5,,Fried Rice with Sally Lightfoot Crab; Sally Lightfoot Crab Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/0/09/Sally_Lightfoot_Crab_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051217,Sally_Lightfoot_Crab.png,https://dave-the-diver.fandom.com/wiki/Sally_Lightfoot_Crab,False,False,False,False,Harpoon (2-star)
Smooth Hammerhead,Blue Hole Medium Depth (50-130m)[],9,Day,13kg,9,Hammerhead Meat; Hammerhead Shark Skull,Smooth Hammerhead Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/9/9c/Smooth_Hammershark_Thumbnail.png/revision/latest/scale-to-width-down/45?cb=20230728051519,Smooth_Hammerhead.png,https://dave-the-diver.fandom.com/wiki/Smooth_Hammerhead,False,False,False,False,Tranquilizer/Net (3-star)
Spear Squid,Blue Hole Medium Depth (50-130m)[],5,Night,4.6kg,3,,Spear Squid Sushi; Spear Squid Soba Futomaki,https://static.wikia.nocookie.net/dave-the-diver/images/2/2c/Spear_Squid_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20231225190513,Spear_Squid.png,https://dave-the-diver.fandom.com/wiki/Spear_Squid,False,False,False,False,Harpoon (2-star)
Spiny Seahorse,Blue Hole Medium Depth (50-130m)[],4,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/e/ea/Seahorse_20_Thumbnail.png/revision/latest/scale-to-width-down/26?cb=20230728052746,Spiny_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Spiny_Seahorse,False,False,False,False,Bug Net (3-star)
Striped Red Mullet,Blue Hole Medium Depth (50-130m)[],1,Day,0.7kg,3,,Striped Red Mullet Sushi; Striped Red Mullet Tangle Roll,https://static.wikia.nocookie.net/dave-the-diver/images/6/62/Red_Mullet_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051207,Striped_Red_Mullet.png,https://dave-the-diver.fandom.com/wiki/Striped_Red_Mullet,False,False,False,False,Harpoon (2-star)
Tiger Shark,Blue Hole Medium Depth (50-130m)[],6,Both,15kg,9,Tiger Shark Meat; Tiger Shark Tooth,Tiger shark Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/6/6a/Tiger_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230725190109,Tiger_Shark.png,https://dave-the-diver.fandom.com/wiki/Tiger_Shark,False,False,False,False,Harpoon (2-star)
Tiger-Tail Seahorse,Blue Hole Medium Depth (50-130m)[],5,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/0/06/Seahorse_18_Thumbnail.png/revision/latest/scale-to-width-down/27?cb=20230728052745,Tiger_Tail_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Tiger-Tail_Seahorse,False,False,False,False,Bug Net (3-star)
Tropical Rock Lobster,Blue Hole Medium Depth (50-130m)[],8,Day,,3,,Tropical Rock Lobster Sushi; Lobster Platter,https://static.wikia.nocookie.net/dave-the-diver/images/f/f9/Tropical_Rock_Lobster_Thumbnail.png/revision/latest/scale-to-width-down/44?cb=20240612163913,Tropical_Rock_Lobster.png,https://dave-the-diver.fandom.com/wiki/Tropical_Rock_Lobster,False,False,False,False,Tranquilizer/Net (3-star)
White Shrimp,Blue Hole Medium Depth (50-130m)[],7,Both,0.1kg,5,,Boiled and Deep-Fried White Shrimp; Humboldt Ink Pasta; Rice with White Shrimp Meat; White Shrimp Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/3/3f/White_Shrimp_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728045549,White_Shrimp.png,https://dave-the-diver.fandom.com/wiki/White_Shrimp,False,False,False,False,Harpoon (2-star)
White Spotted Jellyfish,Blue Hole Medium Depth (50-130m)[],2,Day,1kg,3,Spotted Jellyfish Tentacle,White Spotted Jellyfish Sushi; Seagrapes Jellyfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/9/9f/Australian_Spotted_Jellyfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040547,White_Spotted_Jellyfish.png,https://dave-the-diver.fandom.com/wiki/White_Spotted_Jellyfish,False,False,False,False,Harpoon (2-star)
White Trevally,Blue Hole Medium Depth (50-130m)[],2,Day,6kg,5,,Trevally Nanbanzuke; White Trevally Sushi; White Trevally Kombu Ochazuke,https://static.wikia.nocookie.net/dave-the-diver/images/d/d6/White_Trevally_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728045550,White_Trevally.png,https://dave-the-diver.fandom.com/wiki/White_Trevally,False,False,False,False,Harpoon (2-star)
Yellowfin Tuna,Blue Hole Medium Depth (50-130m)[],7,Day,6kg,9,Yellowfin Tuna Akami; Yellowfin Tuna Chutoro; Yellowfin Tuna Ootoro,Yellowfin Tuna Akami Sushi; Hawaiian Poke; Yellowfin Tuna Chutoro Sushi; Yellowfin Tuna Steak; Yellowfin Tuna Ootoro Sushi; Hyalonema Tuna Sashimi,https://static.wikia.nocookie.net/dave-the-diver/images/3/3b/YellowFin_Tuna_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230727195723,Yellowfin_Tuna.png,https://dave-the-diver.fandom.com/wiki/Yellowfin_Tuna,False,False,False,False,Harpoon (2-star)
Zebra Seahorse,Blue Hole Medium Depth (50-130m)[],7,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/8/89/Seahorse_19_Thumbnail.png/revision/latest/scale-to-width-down/26?cb=20230728052745,Zebra_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Zebra_Seahorse,False,False,False,False,Bug Net (3-star)
Blood-belly Comb Jellyfish,Blue Hole Depths (130-250m)[],6,Day,7kg,3,,Blood-belly Comb Jelly Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/b/b1/Bloodbelly_Comb_Jelly_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230727172640,Blood_belly_Comb_Jellyfish.png,https://dave-the-diver.fandom.com/wiki/Blood-belly_Comb_Jellyfish,False,False,False,False,Harpoon (2-star)
Bluespotted Stargazer,Blue Hole Depths (130-250m)[],6,Day,5kg,5,Stargazer Tooth,Bluespotted Stargazer Sushi; Sweet and Sour Stargazer,https://static.wikia.nocookie.net/dave-the-diver/images/6/60/BluespottedStargazer_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040614,Bluespotted_Stargazer.png,https://dave-the-diver.fandom.com/wiki/Bluespotted_Stargazer,False,False,False,False,Harpoon (2-star)
Chambered Nautilus,Blue Hole Depths (130-250m)[],5,Day,1kg,5,,Chambered Nautilus Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/1/19/Chambered_Nautilus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040622,Chambered_Nautilus.png,https://dave-the-diver.fandom.com/wiki/Chambered_Nautilus,False,False,False,False,Harpoon (2-star)
Clione,Blue Hole Depths (130-250m)[],5,Day,0.1kg,5,,Clione Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/7/79/Clione_Thumbnail.png/revision/latest?cb=20230728040623,Clione.png,https://dave-the-diver.fandom.com/wiki/Clione,False,False,False,False,Harpoon (2-star)
Clione Queen,Blue Hole Depths (130-250m)[],99,Day,1kg,1,Clione Queen Tentacle; Clione Queen Poison Sack,Clione Queen Soup,https://static.wikia.nocookie.net/dave-the-diver/images/e/e0/Boss_Clione_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230727172247,Clione_Queen.png,https://dave-the-diver.fandom.com/wiki/Clione_Queen,False,False,False,False,Tranquilizer/Net (3-star)
Comb Jelly,Blue Hole Depths (130-250m)[],6,Day,7kg,3,Comb Jelly Electric Organ,Comb Jelly Sushi; Deep Sea Kaiju Ramen,https://static.wikia.nocookie.net/dave-the-diver/images/4/40/Comb_Jelly_Thumbnail.png/revision/latest/scale-to-width-down/43?cb=20230727172700,Comb_Jelly.png,https://dave-the-diver.fandom.com/wiki/Comb_Jelly,False,False,False,False,Harpoon (2-star)
Cookiecutter Shark,Blue Hole Depths (130-250m)[],6,Day,5kg,3,,Cookiecutter Shark Sushi; Deep Fish Tempura,https://static.wikia.nocookie.net/dave-the-diver/images/9/9a/Cookiecutter_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040628,Cookiecutter_Shark.png,https://dave-the-diver.fandom.com/wiki/Cookiecutter_Shark,False,False,False,False,Harpoon (2-star)
Crowned Seahorse,Blue Hole Depths (130-250m)[],4,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/0/04/Seahorse_08_Thumbnail.png/revision/latest/scale-to-width-down/23?cb=20230728052730,Crowned_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Crowned_Seahorse,False,False,False,False,Bug Net (3-star)
Eastern Rock Lobster,Blue Hole Depths (130-250m)[],8,Day,,3,,Eastern Rock Lobster Sushi; Steamed Eastern Rock Lobster & Egg,https://static.wikia.nocookie.net/dave-the-diver/images/9/96/Eastern_Rock_Lobster_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612161427,Eastern_Rock_Lobster.png,https://dave-the-diver.fandom.com/wiki/Eastern_Rock_Lobster,False,False,False,False,Tranquilizer/Net (3-star)
Fangtooth,Blue Hole Depths (130-250m)[],5,Day,3kg,3,,Fangtooth Sushi; Fried Habanero Fangtooth,https://static.wikia.nocookie.net/dave-the-diver/images/e/ec/Fangtooth_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050117,Fangtooth.png,https://dave-the-diver.fandom.com/wiki/Fangtooth,False,False,False,False,Harpoon (2-star)
Frilled Shark,Blue Hole Depths (130-250m)[],7,Day,8.5kg,9,Frilled Shark Meat; Frilled Shark Teeth,Frilled Shark Sushi; Truffle Shark Sandwich,https://static.wikia.nocookie.net/dave-the-diver/images/c/cf/Frilled_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050229,Frilled_Shark.png,https://dave-the-diver.fandom.com/wiki/Frilled_Shark,False,False,False,False,Harpoon (2-star)
Giant Wolf Eel,Blue Hole Depths (130-250m)[],99,Day,1kg,1,Wolf Eel Tail Meat; Wolf Eel Gill,Steamed Wolf Eel,https://static.wikia.nocookie.net/dave-the-diver/images/0/04/Boss_Wolffish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052535,Giant_Wolf_Eel.png,https://dave-the-diver.fandom.com/wiki/Giant_Wolf_Eel,False,False,False,False,Tranquilizer/Net (3-star)
Goblin Shark,Blue Hole Depths (130-250m)[],99,Day,1kg,1,Goblin Shark's Fatty Meat; Goblin Shark Nasal Bone,Goblin Shark Belly Roast,https://static.wikia.nocookie.net/dave-the-diver/images/c/c6/Boss_Goblin_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052528,Goblin_Shark.png,https://dave-the-diver.fandom.com/wiki/Goblin_Shark,False,False,False,False,Tranquilizer/Net (3-star)
Lined Seahorse,Blue Hole Depths (130-250m)[],6,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/2/2e/Seahorse_13_Thumbnail.png/revision/latest/scale-to-width-down/27?cb=20230728052741,Lined_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Lined_Seahorse,False,False,False,False,Bug Net (3-star)
Megamouth Shark,Blue Hole Depths (130-250m)[],7,Day,11.5kg,9,Megamouth Shark Meat; Megamouth Shark Jawbone,Megamouth Shark Sushi; Truffle Shark Sandwich,https://static.wikia.nocookie.net/dave-the-diver/images/d/d9/Megamouth_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050822,Megamouth_Shark.png,https://dave-the-diver.fandom.com/wiki/Megamouth_Shark,False,False,False,False,Harpoon (2-star)
Norway Lobster,Blue Hole Depths (130-250m)[],5,Day,,3,,Norway Lobster Sushi; Stir-fried Habanero Lobster,https://static.wikia.nocookie.net/dave-the-diver/images/1/11/Norway_Lobster_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612163920,Norway_Lobster.png,https://dave-the-diver.fandom.com/wiki/Norway_Lobster,False,False,False,False,Harpoon (2-star)
Pacific Fanfish,Blue Hole Depths (130-250m)[],5,Day,5kg,3,,Pacific Fanfish Sushi; Rainbow Cap Pacific Fanfish Ochazuke,https://static.wikia.nocookie.net/dave-the-diver/images/7/7c/Pacificfanfish_Thumbnail.png/revision/latest/scale-to-width-down/42?cb=20230728050831,Pacific_Fanfish.png,https://dave-the-diver.fandom.com/wiki/Pacific_Fanfish,False,False,False,False,Harpoon (2-star)
Red Bream,Blue Hole Depths (130-250m)[],5,Day,3kg,3,,Red bream Sushi; Crimson Fish Roll,https://static.wikia.nocookie.net/dave-the-diver/images/4/4d/Red_Bream_Thumbnail.png/revision/latest?cb=20230728051205,Red_Bream.png,https://dave-the-diver.fandom.com/wiki/Red_Bream,False,False,False,False,Harpoon (2-star)
Rhinochimaeridae,Blue Hole Depths (130-250m)[],6,Day,5kg,9,Rhinochimaeridae Meat; Rhinochimaeridae Poison Thorn,Rhinochimaeridae Sushi; Crimson Fish Roll,https://static.wikia.nocookie.net/dave-the-diver/images/e/e3/Rhinochimaeridae_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051211,Rhinochimaeridae.png,https://dave-the-diver.fandom.com/wiki/Rhinochimaeridae,False,False,False,False,Harpoon (2-star)
Salmon Snailfish,Blue Hole Depths (130-250m)[],5,Day,5kg,3,,Fried Tomato and Snailfish; Salmon Snailfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/0/0b/Salmon_Snailfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051218,Salmon_Snailfish.png,https://dave-the-diver.fandom.com/wiki/Salmon_Snailfish,False,False,False,False,Harpoon (2-star)
Sea Toad,Blue Hole Depths (130-250m)[],5,Day,5kg,3,,Sea Toad and Cucumber Gunkan Sushi; Sea toad Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/7/76/Sea_Toad_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051223,Sea_Toad.png,https://dave-the-diver.fandom.com/wiki/Sea_Toad,False,False,False,False,Harpoon (2-star)
Spider Crab,Blue Hole Depths (130-250m)[],6,Day,7.5kg,5,,Great Spider Crab and Cucumber Sushi; Great Spider Crab Curry; Rice with Great Spider Crab Meat; Spider Crab Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/d/d9/Great_Spider_Crab_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050503,Spider_Crab.png,https://dave-the-diver.fandom.com/wiki/Spider_Crab,False,False,False,False,Harpoon (2-star)
Spotted Seahorse,Blue Hole Depths (130-250m)[],2,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/e/ed/Seahorse_17_Thumbnail.png/revision/latest/scale-to-width-down/26?cb=20230728052744,Spotted_Seahorse.png,https://dave-the-diver.fandom.com/wiki/Spotted_Seahorse,False,False,False,False,Bug Net (3-star)
Threetooth Puffer,Blue Hole Depths (130-250m)[],5,Day,5kg,3,,Threetooth Puffer Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/8/8e/Threetooth_Puffer_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728045928,Threetooth_Puffer.png,https://dave-the-diver.fandom.com/wiki/Threetooth_Puffer,False,False,False,False,Harpoon (2-star)
